importação;transformar para polígono?;comunidade associada;name;description;folder;type;geometry;
;;;Área de Abrangência do GAL Ensinando e Aprendendo;Área de Abrangência do GAL Ensinando e Aprendendo - Nova Sepetiba;PCU  RJ - jul 2010;polys;[u'-43.684517,-22.954718,0', u'-43.68836083989792,-22.95698374242326,0', u'-43.68651172870875,-22.95966696017441,0', u'-43.6853786218304,-22.96109317877404,0', u'-43.68410192363729,-22.96015166676699,0', u'-43.68259056562927,-22.95936726925753,0', u'-43.68173149818052,-22.95924979379332,0', u'-43.679882,-22.959145,0', u'-43.678207,-22.959263,0', u'-43.677006,-22.959223,0', u'-43.676064,-22.95867000000001,0', u'-43.674946,-22.95788,0', u'-43.676533,-22.95705,0', u'-43.679623,-22.955667,0', u'-43.682198,-22.954559,0', u'-43.682587,-22.954798,0', u'-43.683399,-22.954521,0', u'-43.684429,-22.954165,0', u'-43.684517,-22.954718,0'];
;;;Área de abrangência do GAl Unindo Forças;Área de abrangência do GAl Unindo Forças;PCU  RJ - jul 2010;polys;[u'-43.5401,-22.996481,0', u'-43.541821,-22.995211,0', u'-43.544559,-22.9949,0', u'-43.54697,-22.995609,0', u'-43.547909,-22.99663,0', u'-43.548599,-22.99822,0', u'-43.548859,-23.00027100000001,0', u'-43.549461,-23.002319,0', u'-43.54929,-23.004539,0', u'-43.548168,-23.0058,0', u'-43.54723,-23.006674,0', u'-43.546619,-23.009199,0', u'-43.545849,-23.01141,0', u'-43.543621,-23.01338,0', u'-43.541821,-23.01441,0', u'-43.539669,-23.01512,0', u'-43.537182,-23.014959,0', u'-43.535118,-23.01449,0', u'-43.533581,-23.0137,0', u'-43.532459,-23.012119,0', u'-43.53212,-23.010139,0', u'-43.53083,-23.008801,0', u'-43.530571,-23.00675,0', u'-43.531261,-23.00540000000001,0', u'-43.531689,-23.004061,0', u'-43.532719,-23.00185,0', u'-43.533661,-23.000589,0', u'-43.535549,-22.999161,0', u'-43.536839,-22.998369,0', u'-43.538559,-22.997499,0', u'-43.5401,-22.996481,0'];
;;;Área de abrangência do GAl Resgatando a Inocência;Área de abrangência do GAl Resgatando a Inocência;PCU  RJ - jul 2010;polys;[u'-43.560009,-22.952299,0', u'-43.561039,-22.950411,0', u'-43.562248,-22.949699,0', u'-43.56456,-22.94819100000001,0', u'-43.568249,-22.947559,0', u'-43.570446,-22.947369,0', u'-43.572971,-22.9489,0', u'-43.57486,-22.950331,0', u'-43.576752,-22.95104,0', u'-43.578468,-22.9527,0', u'-43.580791,-22.95396,0', u'-43.582329,-22.954281,0', u'-43.584728,-22.95467,0', u'-43.586021,-22.954439,0', u'-43.587139,-22.95388,0', u'-43.58765,-22.954599,0', u'-43.5886,-22.95554,0', u'-43.588848,-22.95705,0', u'-43.588848,-22.95854900000001,0', u'-43.588341,-22.959499,0', u'-43.586788,-22.96021100000001,0', u'-43.58559,-22.960291,0', u'-43.584389,-22.96076,0', u'-43.58353,-22.96242,0', u'-43.582161,-22.964399,0', u'-43.580528,-22.96447,0', u'-43.578468,-22.964239,0', u'-43.57658,-22.96376,0', u'-43.575291,-22.96258,0', u'-43.574692,-22.961149,0', u'-43.573059,-22.96036,0', u'-43.571091,-22.959181,0', u'-43.570229,-22.95784,0', u'-43.569538,-22.95657,0', u'-43.56971,-22.95507,0', u'-43.56971,-22.95388,0', u'-43.568851,-22.953011,0', u'-43.567219,-22.952459,0', u'-43.566109,-22.953329,0', u'-43.565849,-22.95475,0', u'-43.565849,-22.956329,0', u'-43.565418,-22.957911,0', u'-43.564911,-22.959021,0', u'-43.563702,-22.959101,0', u'-43.56216,-22.958941,0', u'-43.561218,-22.958071,0', u'-43.559929,-22.957359,0', u'-43.559238,-22.95586,0', u'-43.559238,-22.954359,0', u'-43.560009,-22.952299,0'];
;;;Área de abrangência do Gal Educando com arte;Área de abrangência do Gal Educando com arte;PCU  RJ - jul 2010;polys;[u'-43.43642,-22.989134,0', u'-43.436035,-22.990713,0', u'-43.43539,-22.993675,0', u'-43.435177,-22.994703,0', u'-43.43346,-22.994507,0', u'-43.4314,-22.993914,0', u'-43.430542,-22.99332,0', u'-43.429512,-22.992491,0', u'-43.428185,-22.992174,0', u'-43.427753,-22.992018,0', u'-43.428097,-22.991188,0', u'-43.42857,-22.990517,0', u'-43.428783,-22.989607,0', u'-43.428741,-22.988659,0', u'-43.428482,-22.987749,0', u'-43.428139,-22.98704,0', u'-43.428097,-22.986132,0', u'-43.427883,-22.98538,0', u'-43.427937,-22.985144,0', u'-43.428055,-22.98496400000001,0', u'-43.42857,-22.98490500000001,0', u'-43.429268,-22.984917,0', u'-43.4296,-22.984985,0', u'-43.43037,-22.985144,0', u'-43.431442,-22.985737,0', u'-43.432133,-22.986368,0', u'-43.432903,-22.987,0', u'-43.433418,-22.987553,0', u'-43.434193,-22.988068,0', u'-43.434963,-22.988857,0', u'-43.43552,-22.989174,0', u'-43.43642,-22.989134,0'];
;;;Área de Abrangência do GAL  Acoprovi;Área de Abrangência do GAL  Acoprovi;PCU  RJ - jul 2010;polys;[u'-43.361343,-22.951281,0', u'-43.361,-22.951952,0', u'-43.360783,-22.952545,0', u'-43.360332,-22.953058,0', u'-43.35997,-22.953236,0', u'-43.359516,-22.953197,0', u'-43.358532,-22.953297,0', u'-43.357456,-22.953375,0', u'-43.35731813196764,-22.95328705364921,0', u'-43.35734272968844,-22.95324050241461,0', u'-43.35729405695039,-22.95323935588157,0', u'-43.3574749828382,-22.95319105643,0', u'-43.35752858433595,-22.953189629355,0', u'-43.35745193624727,-22.95316641876998,0', u'-43.3571711966468,-22.95337788770023,0', u'-43.35714374135901,-22.95328511317015,0', u'-43.35767857219302,-22.953073758267,0', u'-43.35767680167856,-22.95305117213993,0', u'-43.35782850374743,-22.95307527587197,0', u'-43.35736877321332,-22.95319321776199,0', u'-43.35795475707048,-22.95321713465053,0', u'-43.35731603614455,-22.95317052356531,0', u'-43.35728958436377,-22.95319448594023,0', u'-43.35767213333897,-22.95319472492603,0', u'-43.35746632471273,-22.95321905016815,0', u'-43.35772229149094,-22.95333662341067,0', u'-43.35782519946999,-22.95335970017333,0', u'-43.35734249208312,-22.95317008224467,0', u'-43.35757385543754,-22.95319262640879,0', u'-43.35746901875472,-22.95326469306495,0', u'-43.35741571740032,-22.95321879175945,0', u'-43.35741611346094,-22.95319504115656,0', u'-43.35756874097255,-22.95326606696323,0', u'-43.35779879261801,-22.95321893796559,0', u'-43.35744327942941,-22.95328834038744,0', u'-43.35736510447148,-22.95324209706292,0', u'-43.357543781633,-22.95321862296571,0', u'-43.35744060129468,-22.95331338397785,0', u'-43.35759386512196,-22.95319562705138,0', u'-43.356899,-22.953257,0', u'-43.35764526619222,-22.95326615821558,0', u'-43.359409,-22.94973900000001,0', u'-43.361687,-22.95047,0', u'-43.361343,-22.951281,0'];
;;;Área de abrangência do GAL CRIADO;Área de abrangência do GAL CRIADO;PCU  RJ - jul 2010;polys;[u'-43.658703,-22.912704,0', u'-43.658894,-22.913397,0', u'-43.659538,-22.913931,0', u'-43.660419,-22.914248,0', u'-43.660568,-22.914484,0', u'-43.66133286838551,-22.91505889144319,0', u'-43.66149786106917,-22.91699240333886,0', u'-43.66074814814548,-22.91717195510478,0', u'-43.65842402842014,-22.9174758014579,0', u'-43.65702955806873,-22.91766913895181,0', u'-43.65545510453853,-22.91780727417743,0', u'-43.65635485782744,-22.91570800070998,0', u'-43.65687966758156,-22.91445123788818,0', u'-43.65738946560059,-22.91334639212469,0', u'-43.65728451217544,-22.91214484969678,0', u'-43.6575843873794,-22.91191006982977,0', u'-43.65851399368336,-22.9112885670951,0', u'-43.658703,-22.912704,0'];
;;;Área de abrangência do GAL Fênix;Área de abrangência do GAL Fênix;PCU  RJ - jul 2010;polys;[u'-43.495388,-22.855633,0', u'-43.496891,-22.851223,0', u'-43.495773,-22.850807,0', u'-43.493328,-22.850195,0', u'-43.493477,-22.849878,0', u'-43.493458,-22.849562,0', u'-43.491695,-22.849207,0', u'-43.490967,-22.851955,0', u'-43.48983,-22.85179700000001,0', u'-43.489315,-22.853636,0', u'-43.488285,-22.853497,0', u'-43.487362,-22.853338,0', u'-43.485947,-22.852903,0', u'-43.483974,-22.852766,0', u'-43.483738,-22.852804,0', u'-43.483521,-22.85326,0', u'-43.483028,-22.853931,0', u'-43.482235,-22.85417,0', u'-43.481525,-22.854248,0', u'-43.482021,-22.854664,0', u'-43.48243,-22.85498,0', u'-43.48333,-22.854822,0', u'-43.484402,-22.854685,0', u'-43.486912,-22.854565,0', u'-43.489037,-22.854685,0', u'-43.489681,-22.854782,0', u'-43.490131,-22.854841,0', u'-43.490261,-22.854546,0', u'-43.490475,-22.853893,0', u'-43.49221,-22.854328,0', u'-43.492085,-22.855021,0', u'-43.492043,-22.855751,0', u'-43.490089,-22.855394,0', u'-43.489616,-22.857214,0', u'-43.488735,-22.860516,0', u'-43.491032,-22.86109,0', u'-43.493458,-22.861565,0', u'-43.494057,-22.859428,0', u'-43.495087,-22.85679800000001,0', u'-43.495087,-22.856049,0', u'-43.494617,-22.855297,0', u'-43.495388,-22.855633,0'];
;;;Área de abrangência do GAL Berço dos Sonhos;Área de abrangência do GAL Berço dos Sonhos;PCU  RJ - jul 2010;polys;[u'-43.63106455637513,-22.89332642567102,0', u'-43.62901129569154,-22.89212960300196,0', u'-43.62980753223106,-22.89158917590039,0', u'-43.62980761300364,-22.89027664494504,0', u'-43.62984966423019,-22.88788321530117,0', u'-43.63131626028771,-22.88811490769531,0', u'-43.63207051687695,-22.8879991279415,0', u'-43.63274099781908,-22.8868796433584,0', u'-43.63424952366655,-22.88545133043921,0', u'-43.63546470759715,-22.88467925634596,0', u'-43.63613516931637,-22.88379133619566,0', u'-43.63663801912448,-22.88328944581858,0', u'-43.63743419642591,-22.8824786973825,0', u'-43.638039,-22.88269800000001,0', u'-43.640015,-22.883253,0', u'-43.642117,-22.883806,0', u'-43.643574,-22.884142,0', u'-43.64426446875202,-22.8842931857883,0', u'-43.64434828513041,-22.88502669381839,0', u'-43.64439020728053,-22.88564437289813,0', u'-43.64476753738149,-22.89058571910513,0', u'-43.64485139639395,-22.89143500765412,0', u'-43.64472573654071,-22.89232291221695,0', u'-43.64111212342876,-22.89320029721069,0', u'-43.64183067800856,-22.89191765853289,0', u'-43.64021383312726,-22.8916073647443,0', u'-43.63769880063541,-22.89053164875829,0', u'-43.63736189928868,-22.8950416020682,0', u'-43.63680555557028,-22.89587454654527,0', u'-43.63550645504338,-22.89490935674518,0', u'-43.63462644355059,-22.8943302424461,0', u'-43.63353692282566,-22.89390556655232,0', u'-43.63106455637513,-22.89332642567102,0'];
;;;Área de abrangência do GAL Nossa História;Área de abrangência do GAL Nossa História;PCU  RJ - jul 2010;polys;[u'-43.482662,-22.871954,0', u'-43.482674,-22.871597,0', u'-43.483231,-22.871817,0', u'-43.483265,-22.870541,0', u'-43.48304,-22.869997,0', u'-43.48291,-22.869661,0', u'-43.482716,-22.869532,0', u'-43.48262,-22.871311,0', u'-43.48262,-22.8715,0', u'-43.482235,-22.871342,0', u'-43.480347,-22.870255,0', u'-43.48037,-22.868267,0', u'-43.479702,-22.86795,0', u'-43.47966,-22.869087,0', u'-43.479713,-22.870342,0', u'-43.477512,-22.870342,0', u'-43.477558,-22.871283,0', u'-43.477535,-22.87219,0', u'-43.479702,-22.87219,0', u'-43.479744,-22.87119300000001,0', u'-43.479755,-22.87059,0', u'-43.479855,-22.870314,0', u'-43.48027,-22.87059,0', u'-43.480885,-22.870975,0', u'-43.482662,-22.871954,0'];
;;;Área de Abrangência do GAL Semente do Bem;Área de Abrangência do GAL Semente do Bem;PCU  RJ - jul 2010;polys;[u'-43.352695,-22.911303,0', u'-43.351665,-22.910946,0', u'-43.351021,-22.910393,0', u'-43.350334,-22.909821,0', u'-43.349731,-22.90897,0', u'-43.349388,-22.908178,0', u'-43.349216,-22.907448,0', u'-43.349346,-22.906855,0', u'-43.349968,-22.906261,0', u'-43.350636,-22.905787,0', u'-43.351406,-22.905313,0', u'-43.352287,-22.90472,0', u'-43.35321,-22.904106,0', u'-43.354153,-22.903534,0', u'-43.355118,-22.903357,0', u'-43.356064,-22.903435,0', u'-43.356602,-22.904127,0', u'-43.35701,-22.904739,0', u'-43.35733,-22.905848,0', u'-43.357845,-22.906815,0', u'-43.358059,-22.907528,0', u'-43.357693,-22.908613,0', u'-43.357201,-22.909187,0', u'-43.356426,-22.909781,0', u'-43.355572,-22.910452,0', u'-43.354797,-22.910492,0', u'-43.353573,-22.910629,0', u'-43.352695,-22.911303,0'];
;;;Área de abrangencia GAL Grupo Jovem Participação Social;Área de abrangência do GAL Conj Hab Dom Jaime Câmara;PCU  RJ - jul 2010;polys;[u'-43.458954,-22.869808,0', u'-43.458096,-22.869789,0', u'-43.457302,-22.869593,0', u'-43.455154,-22.868109,0', u'-43.454384,-22.867655,0', u'-43.45406,-22.867357,0', u'-43.453827,-22.867121,0', u'-43.453503,-22.866528,0', u'-43.453243,-22.866013,0', u'-43.45406,-22.864609,0', u'-43.455303,-22.863167,0', u'-43.455498,-22.862394,0', u'-43.456959,-22.862238,0', u'-43.458569,-22.86204,0', u'-43.460239,-22.861919,0', u'-43.461033,-22.862099,0', u'-43.461826,-22.862553,0', u'-43.462517,-22.863403,0', u'-43.463139,-22.864214,0', u'-43.463417,-22.864729,0', u'-43.463737,-22.865025,0', u'-43.463329,-22.865301,0', u'-43.463329,-22.866034,0', u'-43.463051,-22.866627,0', u'-43.462536,-22.86795,0', u'-43.462234,-22.868385,0', u'-43.461914,-22.868879,0', u'-43.461098,-22.86992800000001,0', u'-43.460026,-22.869967,0', u'-43.458954,-22.869808,0'];
;;;Área de abrangência do GAL Cuidar e Crescer;Área de abrangência do GAL Cuidar e Crescer;PCU  RJ - jul 2010;polys;[u'-43.618492,-22.885744,0', u'-43.617901,-22.886229,0', u'-43.617245,-22.886198,0', u'-43.617214,-22.88686,0', u'-43.617214,-22.887108,0', u'-43.617191,-22.887304,0', u'-43.617256,-22.887493,0', u'-43.617245,-22.887623,0', u'-43.617222,-22.887831,0', u'-43.616661,-22.887991,0', u'-43.616428,-22.888411,0', u'-43.616211,-22.888611,0', u'-43.616119,-22.88879800000001,0', u'-43.615852,-22.889242,0', u'-43.615608,-22.889771,0', u'-43.615501,-22.890329,0', u'-43.61475,-22.89094,0', u'-43.614819,-22.891411,0', u'-43.616211,-22.893209,0', u'-43.616623,-22.8929,0', u'-43.616829,-22.89278,0', u'-43.617054,-22.892662,0', u'-43.617363,-22.892593,0', u'-43.617622,-22.892612,0', u'-43.617805,-22.892565,0', u'-43.618671,-22.89201,0', u'-43.619221,-22.891712,0', u'-43.619617,-22.891485,0', u'-43.620369,-22.890841,0', u'-43.620548,-22.88975,0', u'-43.620548,-22.88781,0', u'-43.619434,-22.887049,0', u'-43.618492,-22.885744,0'];
;;;Área de abrangência do GAl Cidadão do Futuro;<div dir='ltr'>Maria do Carmo</div>;PCU  RJ - jul 2010;polys;[u'-43.550083,-23.025101,0', u'-43.55547,-23.024679,0', u'-43.557011,-23.024679,0', u'-43.55838,-23.02397,0', u'-43.559582,-23.023649,0', u'-43.561729,-23.025311,0', u'-43.56345,-23.02594,0', u'-43.563789,-23.026661,0', u'-43.562931,-23.02784,0', u'-43.562931,-23.028629,0', u'-43.56353,-23.030371,0', u'-43.564049,-23.03124,0', u'-43.563881,-23.032419,0', u'-43.563019,-23.033689,0', u'-43.56216,-23.033211,0', u'-43.561218,-23.032339,0', u'-43.559502,-23.03171,0', u'-43.558208,-23.030291,0', u'-43.558041,-23.029421,0', u'-43.556919,-23.02902,0', u'-43.55547,-23.028231,0', u'-43.553967,-23.027252,0', u'-43.552036,-23.02664,0', u'-43.550083,-23.025101,0'];
;;;Área de abrangência do GAl Vontade e Atitude;Área de abrangência do GAl Vontade e Atitude;PCU  RJ - jul 2010;polys;[u'-43.643608,-22.99987000000001,0', u'-43.642071,-23.002239,0', u'-43.639488,-23.005251,0', u'-43.638889,-23.00643,0', u'-43.637348,-23.005329,0', u'-43.636318,-23.00548,0', u'-43.634769,-23.006269,0', u'-43.632969,-23.00548,0', u'-43.631248,-23.006041,0', u'-43.629452,-23.00596,0', u'-43.628342,-23.00540000000001,0', u'-43.62756,-23.00635,0', u'-43.626701,-23.006981,0', u'-43.625759,-23.00746,0', u'-43.623871,-23.008089,0', u'-43.62241,-23.0077,0', u'-43.61829,-23.005329,0', u'-43.616749,-23.004539,0', u'-43.614861,-23.003189,0', u'-43.613312,-23.0009,0', u'-43.611858,-22.99972,0', u'-43.610909,-22.99814,0', u'-43.609711,-22.99711,0', u'-43.608341,-22.995291,0', u'-43.607651,-22.99419,0', u'-43.607052,-22.993469,0', u'-43.609451,-22.993629,0', u'-43.614521,-22.994499,0', u'-43.618084,-22.995178,0', u'-43.621552,-22.995609,0', u'-43.623871,-22.99624100000001,0', u'-43.625851,-22.996321,0', u'-43.627651,-22.996559,0', u'-43.62859,-22.99687000000001,0', u'-43.63031,-22.998529,0', u'-43.633492,-22.99995,0', u'-43.634861,-23.001301,0', u'-43.63623,-23.00177,0', u'-43.638031,-23.00193,0', u'-43.639919,-23.00193,0', u'-43.641209,-23.00153,0', u'-43.643181,-22.999241,0', u'-43.643608,-22.99987000000001,0'];
;;;Area de abrangência do  GAL Gera Ação;Area de abrangência do GAL Gera Ação;PCU  RJ - jul 2010;polys;[u'-43.446335,-22.874634,0', u'-43.449554,-22.869888,0', u'-43.450626,-22.868307,0', u'-43.451958,-22.863482,0', u'-43.450714,-22.861584,0', u'-43.436253,-22.864195,0', u'-43.435223,-22.866606,0', u'-43.436337,-22.867002,0', u'-43.435738,-22.869019,0', u'-43.436378,-22.875544,0', u'-43.446335,-22.874634,0'];
;;;Área de abrangência do GAL Tatiane Lima;Área de abrangência do GAL Tatiane Lima;PCU  RJ - jul 2010;polys;[u'-43.435371,-22.863522,0', u'-43.43539,-22.862217,0', u'-43.434383,-22.860872,0', u'-43.433311,-22.861683,0', u'-43.429104,-22.861385,0', u'-43.430695,-22.859646,0', u'-43.430672,-22.859173,0', u'-43.430244,-22.858757,0', u'-43.428783,-22.859074,0', u'-43.427109,-22.85935,0', u'-43.42503,-22.859823,0', u'-43.423698,-22.860071,0', u'-43.422199,-22.860058,0', u'-43.421551,-22.860456,0', u'-43.42149,-22.8619,0', u'-43.422131,-22.862513,0', u'-43.422218,-22.863798,0', u'-43.421551,-22.864214,0', u'-43.420437,-22.864037,0', u'-43.418869,-22.863838,0', u'-43.418785,-22.864412,0', u'-43.420372,-22.865005,0', u'-43.421829,-22.8654,0', u'-43.423397,-22.865618,0', u'-43.424812,-22.865677,0', u'-43.426292,-22.86544,0', u'-43.428013,-22.865143,0', u'-43.429577,-22.864885,0', u'-43.431057,-22.86459,0', u'-43.43288,-22.864292,0', u'-43.434341,-22.86399700000001,0', u'-43.435371,-22.863522,0'];
