name;description;folder;type;geometry
"Reciclagem";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18794417469979,-22.79323540853181,0']"
"";"lan house";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18852294314511,-22.79303076788843,0']"
"";"ponto de Ônibus";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18859243593513,-22.79246171825966,0']"
"";"Praça da Rosa";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18824283208931,-22.79329649451159,0']"
"";"centro espirita";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18850779143003,-22.7928569918057,0']"
"";"igreja Rosa de Sarom";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18813023887063,-22.79313494454767,0']"
"Fábrica de queijo";"fabrica de queijo";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18758870709697,-22.79353339036012,0']"
"";"centro espirita";"Cidade de Deus - Mapa PCU";"point";"[u'-43.19034922714172,-22.79622075997298,0']"
"";"centro espirita lar de josé";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18617906501813,-22.79482034854871,0']"
"";"igreja são pedro";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18927326287703,-22.79242982384546,0']"
"";"praça do rosa";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18916348086051,-22.79214029356433,0']"
"";"praça isaura torres";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18912711732194,-22.79252046212552,0']"
"";"praça manoel salles  coutinho";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18901965126683,-22.79296476187536,0']"
"";"ciclovia Beira Mar";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18920600147881,-22.79289414536966,0']"
"";"praia";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18971319077404,-22.7928664260715,0']"
"GovernadorIate Clube";"governador iate clube";"Cidade de Deus - Mapa PCU";"point";"[u'-43.192582207515,-22.79544232054234,0']"
"";"quadra de esportes euzebio de farias";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18805834970848,-22.79361051675042,0']"
"";"praça são pedro";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18877663876834,-22.79376587237449,0']"
"";"praça da valdira";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1885982619605,-22.79444195222227,0']"
"Centro Médico Maria Madalena";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18992100498928,-22.79766318981562,0']"
"";"rádio rio de janeiro";"Cidade de Deus - Mapa PCU";"point";"[u'-43.19004257488998,-22.79856458867815,0']"
"";"igreja universal";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18881384727366,-22.79671302346202,0']"
"";"ponto critico";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18933579264781,-22.79622453706613,0']"
"Ass. de Sapucaia";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18963259914903,-22.7958540521549,0']"
"";"praça josé moreira";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18900687435112,-22.79337588724665,0']"
"TIFEBAL";"fabrica de brinquedos TIFEBAL";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18869683194683,-22.79347691115394,0']"
"";"marli mãe creicheira";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18867534429904,-22.79416283966216,0']"
"";"vanessa mãe crecheira";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18866313090398,-22.79298499777002,0']"
"";"praça  do dodo";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18843528297276,-22.79473678501959,0']"
"";"praça leadro";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18887021010256,-22.79535835869353,0']"
"";"rosinha de sarom";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18835967787876,-22.79528552211333,0']"
"";"atelie da masinha";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18891335160129,-22.79309862592423,0']"
"";"lanchonete isis e rany";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18834792693939,-22.79325930726662,0']"
"";"lanchonete do manchete";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18853779630574,-22.79299250970103,0']"
"";"marcenaria do seu zé";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18786291988602,-22.79499180657689,0']"
"";"bar do orlando";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18891839867351,-22.79539803059437,0']"
"";"oficina de computador";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18788444711384,-22.79487579395902,0']"
"";"lanchonete do tibibio";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18874419424225,-22.79274815030424,0']"
"";"bar do jones";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18897110842194,-22.79252398393339,0']"
"";"deposito de gás";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18821349951556,-22.7930329140464,0']"
"";"serraleria do diel";"Cidade de Deus - Mapa PCU";"point";"[u'-43.19095617255628,-22.79612861094828,0']"
"";"padaria do Tiba";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18843996894261,-22.79317260145344,0']"
"";"loja de 1,99";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18877666705969,-22.79269883941457,0']"
"";"locadora do mareco";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1886093367938,-22.79286912955694,0']"
"";"penção da neide";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18842689403233,-22.79301148870257,0']"
"";"bar da dona zéfa";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1884632942417,-22.79289795730507,0']"
"";"joana custureira comunitarea";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18856343340614,-22.7928400986439,0']"
"";"material de construção";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18768981851058,-22.7934310792036,0']"
"";"quiosque da quadra";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18812843288315,-22.79347764082456,0']"
"";"oficina comunitarea do gentil";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18845563981339,-22.7929556199019,0']"
"";"padaria do cici";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18809111697256,-22.7939274864181,0']"
"";"oficina mecanica";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18750506570391,-22.79362751202852,0']"
"";"lanchonete da neide";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1882935845895,-22.79355451058292,0']"
"";"peixaria da praia da rosa";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18882803344246,-22.79393381112407,0']"
"";"vera custureiravera custureira";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18908687946099,-22.79305898307325,0']"
"";"bar do paulo";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18903926967845,-22.79346317124563,0']"
"";"lanchonete da elena";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18930643496124,-22.7927520789112,0']"
"";"bar da mara";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1881147525454,-22.79384182626074,0']"
"";"atelie da miste";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18861317029975,-22.79575678972222,0']"
"";"farmacia do luciano";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18855232497902,-22.7955563297933,0']"
"";"loja de roupas";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18851039575857,-22.79551438219259,0']"
"";"salom da lora";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18814119360442,-22.79380726915461,0']"
"";"penha custureira";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18909406073536,-22.79280310456089,0']"
"";"salom da susy";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18843037006238,-22.79449142235083,0']"
"";"material de construção";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18872188138358,-22.79691509282151,0']"
"Escola Municipal Jornalista Orlando Dantas";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18214820688333,-22.79119854210724,0']"
"Lava jato";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1851356766184,-22.78721311601721,0']"
"GAL Estrelinha Dourada";"1.Se chama bancácarios porque era o local dos funcionarios do banco do brasil,pois os funcionaris trabalhavam e moravam por isso esse nome.<br><br>2.a associação trabalha com os moradosres em um conjunto de ajuda doando cestas-básicas,brinquedos,roupas,etc.<br><br>3.tem o projeto come livro para ajudar crianças.<br><br>4.distribuição de preservativos informando aos jovesns doenças sexualmente transmisivel,hiv,tuberculose,etc.<br><br>5.Combate a dengue informações e prevenções,lixo reciclável,etc.<br><br>6.É a 2 associação mais antiga da ilha do governado desde a compania de bonder.<br><br>7.Bancários já foi considerável um bairro nobre por visita de muitos estrangeiros e artistas que se banhavam na praia quando era limpa.<br>muitas pessoas ainda houvem falar sobre o Seu João Miquemei por montar o 1 bar mais conhecido por ter cerestas,etc.Um homem que marcou história também foi seu zé da amendueira que ajudou muito seu miqueimei a cuidar da praia quando ainda existia o mangue.<br>a ilha é constituida por 24 praias poluidas mais ainda sim,com belas paissagens.<br>Seu miqueimei foi 1 dos responsáveis pela linha de onibus 326 bancários castelo.Com isso o bairro começou a crescer e ser devastado por favelas com isso contitui-se favelas.";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1864541937266,-22.78587526770389,0']"
"Creche Municipal Maria Arminda Falabella Souza de Aguiar";"-Distribuição de fraudas e brinquedos.<br>-Distribuição de lanches.";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18624295745521,-22.78624679123488,0']"
"Ciep João Mangabeira";"-Reuniões são feitas,elaboradas e apresentadas para crianças e adolescentes e adultos na parte da noite.<br><br>-onde foi o 1 forum do gal";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18450078348656,-22.78828812213529,0']"
"Creche particular";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18281375522739,-22.78808634632071,0']"
"Colégio Dunshee de Abranches";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18275728663414,-22.7906182702757,0']"
"E.M. Sun-Yant-Sen";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18306522388082,-22.79236030752899,0']"
"Escola particular";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18109257371508,-22.78991496134929,0']"
"Escola particular";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1814714872761,-22.7933029607187,0']"
"P. S. Madre Teresa de Calcuta";"- Trabalhamos em conjunto com a comunidade com a ajuda dos agentes de saúde que em parceria visitam as casas e nos relatam os problemas que são contados. <br><br>- Reuniões são feitas com a participação de médicos, enfermeiros, agentes de saude, moradores, GALs,transpetro,caps,4 cre,donos de comércios em geral, sobre DST/HIV,TB, amamentação e violência doméstica.<br><br>- Foi feita a caminhada do multirão da dengue que abrangeu áreas como INPS, João Teles, Pixunas, Araras,Mata,etc.<br><br>-Academia carioca que somam dando exemplos de cidadania e diminuindo os numeros de sedentários no bairro.<br><br>-Semana do bebe carioca como lançamento do Baner feito pelo gal Estrelinha Dourada elaborado pelas adolescentes Izabella Pantaleão e Thaiza Dandara em parceria com o Rap da Saúde.";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18569307913627,-22.78679260742482,0']"
"Ass. de pescadores";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18765282365056,-22.78425625173979,0']"
"Escoteiro do Mar";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1853450557009,-22.78524825835697,0']"
"Explicadora tia Celina";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18481028287268,-22.78744107236279,0']"
"Petobras";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18487068431433,-22.78560105312688,0']"
"Marinha";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18385397369047,-22.7850710208086,0']"
"Estaleiro EISA";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18753270394289,-22.78521355998604,0']"
"";"Ponto de kombi";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18443680596534,-22.78778528211878,0']"
"";"campo de futebol";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18396176864115,-22.78745871070183,0']"
"";"área de lazer";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18737985296261,-22.78665184553907,0']"
"";"praça";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18527534901024,-22.7944404098535,0']"
"Futebol de Praia";"parquinho";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18617179854852,-22.78504965672493,0']"
"Praia";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18608905381717,-22.78468345962482,0']"
"";"praça";"Cidade de Deus - Mapa PCU";"point";"[u'-43.17978109880169,-22.79143005239916,0']"
"";"praça";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18082964449175,-22.79359758555336,0']"
"";"Ponto de onibus";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18099869091777,-22.79073795908547,0']"
"";"lixo";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18507249485333,-22.78716738616197,0']"
"";"boleira";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18400136191226,-22.78779184207685,0']"
"";"Tia regininha que cuida dos animais da rua";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18558813651643,-22.78561722549463,0']"
"";"Farmácia Bancários";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18058625052373,-22.79138478646828,0']"
"";"Padaria Patinha linda";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18442390045952,-22.78745043871255,0']"
"";"Mercadinho Santa Barbara";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18455249048188,-22.78735310713363,0']"
"";"quitanda do brito";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18500397084611,-22.78719954753598,0']"
"Trailler do Henrique";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18598814451948,-22.7856026862054,0']"
"";"trailher da Lúcia";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1856398975442,-22.78519582398735,0']"
"peixaria";"4 peixarias";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18571175671607,-22.78508862060233,0']"
"Peixaria";"peixaria";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18624919313535,-22.78550812426648,0']"
"";"salão";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18508953108219,-22.78680828741047,0']"
"";"Rezadeira e Benzedeira";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18455289057029,-22.78719522008543,0']"
"Centro de macumba";"centro";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18685022155695,-22.78655252565621,0']"
"";"igreja";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18256980048244,-22.79503378187026,0']"
"";"centro espirita:lar de josé";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18619297837085,-22.79486417668112,0']"
"";"igreja de S.pedro";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18925640762085,-22.79241182465308,0']"
"padaria dos bancários";"padaria dos bancários";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18075798919363,-22.79082277878402,0']"
"Mercado de carnes";"Mercado de carnes";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18076428008905,-22.79078864573606,0']"
"concertos de eletro eletrônicos";"concertos de eletro eletrônicos";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18077414864197,-22.79075366162392,0']"
"Loteria";"Loteria";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1807697154948,-22.79071961581263,0']"
"Jornaleiro";"jornaleiro";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18117630700428,-22.79043599124319,0']"
"";"Salão da jo";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1813105599846,-22.79049211264297,0']"
"Médico particular";"dentista e nuticionista";"Cidade de Deus - Mapa PCU";"point";"[u'-43.181216516696,-22.79045483320602,0']"
"";"peças para carros";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18151223709245,-22.79071383819051,0']"
"";"papelaria";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18153201664217,-22.79063090415911,0']"
"";"restaurante do marquinhos";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1820355541851,-22.78970620646572,0']"
"";"salão";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1819450454143,-22.78958248637985,0']"
"vendedor de camisasda escola";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18273744205283,-22.78948651058528,0']"
"";"bazar";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18535712941358,-22.78739001920072,0']"
"";"Mercadinho";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18535825311262,-22.78760329892187,0']"
"";"papelaria";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18492536779269,-22.78796659430754,0']"
"";"bar";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18484340740401,-22.78788977673593,0']"
"Trailler do Bigode";"trailher";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18716714553703,-22.78655100183472,0']"
"";"Centro exoterico";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18779574931131,-22.78861442562514,0']"
"Bolos e Tortas";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18733297929333,-22.78696119933608,0']"
"Bar da Dona Maria";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18703638536046,-22.78663789110069,0']"
"Bar do joão";"-Onde são realizados os encontros de moto club";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1867081029901,-22.78642103284744,0']"
"Bar da Rita";"bar da rita";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18659672142323,-22.78631676139364,0']"
"bar da elena";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18665917572891,-22.78634718674334,0']"
"";"sacolão";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18113813775613,-22.79044753314113,0']"
"";"bar";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18110409623532,-22.7903965740113,0']"
"";"doceria";"Cidade de Deus - Mapa PCU";"point";"[u'-43.181118097942,-22.79043111913592,0']"
"";"salão";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18106182345557,-22.79039282688425,0']"
"casa de construção";"casa de construção";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18096965751578,-22.79032280444973,0']"
"";"bar";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18474232734872,-22.78780069605316,0']"
"";"usuários de drogas";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18716115289124,-22.78469033713141,0']"
"";"valão poluido";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18531945301574,-22.78672805091261,0']"
"";"locadora";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18507306838401,-22.78790334300767,0']"
"";"posto telefonico";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18461123200366,-22.78838463893667,0']"
"";"manicure";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1845328004374,-22.78841886339881,0']"
"";"loja de roupa";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18450440891032,-22.78850303864095,0']"
"";"doceria";"Cidade de Deus - Mapa PCU";"point";"[u'-43.184582348086,-22.78841183095667,0']"
"";"bar";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18440769463361,-22.78865075470205,0']"
"";"posto de gasolina";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18275638203055,-22.79541195969038,0']"
"";"área militar";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1851640390362,-22.78480970421436,0']"
"";"mercado mundial";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18309566275526,-22.79557787964334,0']"
"";"ponto de encontro dos jovens";"Cidade de Deus - Mapa PCU";"point";"[u'-43.18449407793791,-22.79312395896655,0']"
"Lava-Jato";"";"Cidade de Deus - Mapa PCU";"point";"[u'-43.1855096673244,-22.78529448606921,0']"
